201	0.0999
202	0
203	0.0177
204	0.054
205	0.0264
206	0.0296
207	0.046
208	0.0376
209	0.0192
210	0.0097
211	0.0994
212	0.0004
213	0.0373
214	0.1336
215	0.0395
216	0.0821
217	0.0856
218	0.0292
219	0.0019
220	0.0007
221	0.0739
222	0.0891
223	0.1196
224	0.0465
225	0
226	0.0242
227	0.0331
228	0.0208
229	0.0655
230	0.0423
231	0.0692
232	0.125
233	0.0062
234	0.076
235	0.0102
236	0.1152
237	0
238	0.0463
239	0.045
240	0.0133
241	0.0261
242	0.0039
243	0.0061
244	0.0574
245	0.0035
246	0.0044
247	0.0008
248	0.0021
249	0.007
250	0.0021
