1	0.0036
2	0.2358
3	0.0709
4	0.0281
5	0.0046
6	0.0502
7	0.0088
8	0.0111
9	0.0331
10	0
11	0.159
12	0.0292
13	0.013
14	0.0265
15	0.163
16	0.0544
17	0.1108
18	0.0672
19	0
20	0
21	0.0369
22	0.1747
23	0.0171
24	0.0328
25	0.0513
26	0.0847
27	0.1156
28	0.0973
29	0.0018
30	0.0601
31	0.1642
32	0.0218
33	0.0484
34	0.0008
35	0.163
36	0.046
37	0.05
38	0.0211
39	0.0083
40	0.101
41	0.0491
42	0.0143
43	0.3688
44	0.0337
45	0.058
46	0.2999
47	0.0882
48	0.0495
49	0.2871
50	0.0348
51	0.14
52	0.0979
53	0
54	0.134
55	0.0948
56	0.0106
57	0.091
58	0.1193
59	0.0064
60	0.1269
61	0.049
62	0.4724
63	0.0323
64	0.0671
65	0.0935
66	0.0099
67	0.1146
68	0.0755
69	0.1627
70	0
71	0.0046
72	0.0002
73	0.1397
74	0.0009
75	0.2397
76	0.1282
77	0.0332
78	0.0158
79	0.1838
80	0.063
81	0.043
82	0.0647
83	0
84	0.2657
85	0.037
86	0.2936
87	0.0667
88	0.1112
89	0.1443
90	0.1748
91	0.08
92	0
93	0.0603
94	0.005
95  0
96	0.0679
97	0.0131
98	0.0155
99	0.1081
100 0
101	0.0269
102	0.0035
103	0.3261
104	0.0553
105	0.0967
106	0
107	0.0111
108	0.414
109	0.0029
110	0.0068
111	0.3853
112	0
113	0
114	0.0133
115	0
116	0.137
117	0.0869
118	0.0623
119	0.0846
120	0
121	0.0937
122	0.0216
123	0.113
124	0.0707
125	0.0364
126	0
127	0.1656
128	0.0387
129	0.0057
130	0.1629
131	0.0132
132	0.0003
133	0.042
134	0.0005
135	0.0118
136	0
137	0.166
138	0.1844
139	0.1644
140	0
141	0.1618
142	0.2866
143	0
144	0.0376
145	0.0889
146	0.175
147	0.1299
148	0.1577
149	0.0863
150	0.0192
151	0.0113
152	0
153	0.2531
154	0.0247
155	0.133
156	0.1331
157	0.0034
158	0.3983
159	0.3873
160	0.0054
161	0.0458
162	0.0041
163	0.0099
164	0.0335
165	0.0034
166	0.0017
167	0.0087
168	0.3429
169	0.0438
170	0.0057
171	0.0408
172	0.1276
173	0.2919
174	0.0953
175	0.0081
176	0
177	0.0853
178	0.0275
179	0.0118
180	0.0098
181	0.0787
182	0.0844
183	0.0223
184	0.1167
185	0.027
186	0.0687
187	0.0808
188	0.0162
189	0.0226
190	0.025
191	0.0855
192	0.0578
193	0.0367
194	0.8723
195	0.0004
196	0.1998
197	0.1939
198	0.1625
199	0.0135
200	0.3249
